subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,12234
Washington D.C.,twinned administrative body,Maryland,12234
Alabama,shares border with,Washington D.C.,12234
Arizona,shares border with,Washington D.C.,12234
California,shares border with,Washington D.C.,12234
Illinois,shares border with,Washington D.C.,12234
Missouri,shares border with,Washington D.C.,12234
Nevada,shares border with,Washington D.C.,12234
New Jersey,shares border with,Washington D.C.,12234
New York,shares border with,Washington D.C.,12234
Alabama,shares border with,Washington D.C.,12234
Arizona,shares border with,Washington D.C.,12234
California,shares border with,Washington D.C.,12234
Illinois,shares border with,Washington D.C.,12234
Missouri,shares border with,Washington D.C.,12234
Nevada,shares border with,Washington D.C.,12234
New Jersey,shares border with,Washington D.C.,12234
New Mexico,shares border with,Washington D.C.,12234
