subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,9174
Washington D.C.,twinned administrative body,Maryland,9174
Alabama,shares border with,Washington D.C.,9174
Arizona,shares border with,Washington D.C.,9174
California,shares border with,Washington D.C.,9174
Illinois,shares border with,Washington D.C.,9174
Missouri,shares border with,Washington D.C.,9174
Nevada,shares border with,Washington D.C.,9174
New Jersey,shares border with,Washington D.C.,9174
New York,shares border with,Washington D.C.,9174
Alabama,shares border with,Washington D.C.,9174
Arizona,shares border with,Washington D.C.,9174
California,shares border with,Washington D.C.,9174
Illinois,shares border with,Washington D.C.,9174
Missouri,shares border with,Washington D.C.,9174
Nevada,shares border with,Washington D.C.,9174
New Jersey,shares border with,Washington D.C.,9174
New Mexico,shares border with,Washington D.C.,9174
