subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,12207
Washington D.C.,twinned administrative body,Maryland,12207
Alabama,shares border with,Washington D.C.,12207
Arizona,shares border with,Washington D.C.,12207
California,shares border with,Washington D.C.,12207
Illinois,shares border with,Washington D.C.,12207
Missouri,shares border with,Washington D.C.,12207
Nevada,shares border with,Washington D.C.,12207
New Jersey,shares border with,Washington D.C.,12207
New York,shares border with,Washington D.C.,12207
Alabama,shares border with,Washington D.C.,12207
Arizona,shares border with,Washington D.C.,12207
California,shares border with,Washington D.C.,12207
Illinois,shares border with,Washington D.C.,12207
Missouri,shares border with,Washington D.C.,12207
Nevada,shares border with,Washington D.C.,12207
New Jersey,shares border with,Washington D.C.,12207
New Mexico,shares border with,Washington D.C.,12207
