subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,23030
Washington D.C.,twinned administrative body,Maryland,23030
Alabama,shares border with,Washington D.C.,23030
Arizona,shares border with,Washington D.C.,23030
California,shares border with,Washington D.C.,23030
Illinois,shares border with,Washington D.C.,23030
Missouri,shares border with,Washington D.C.,23030
Nevada,shares border with,Washington D.C.,23030
New Jersey,shares border with,Washington D.C.,23030
New York,shares border with,Washington D.C.,23030
Alabama,shares border with,Washington D.C.,23030
Arizona,shares border with,Washington D.C.,23030
California,shares border with,Washington D.C.,23030
Illinois,shares border with,Washington D.C.,23030
Missouri,shares border with,Washington D.C.,23030
Nevada,shares border with,Washington D.C.,23030
New Jersey,shares border with,Washington D.C.,23030
New Mexico,shares border with,Washington D.C.,23030
