subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,28398
Washington D.C.,twinned administrative body,Maryland,28398
Alabama,shares border with,Washington D.C.,28398
Arizona,shares border with,Washington D.C.,28398
California,shares border with,Washington D.C.,28398
Illinois,shares border with,Washington D.C.,28398
Missouri,shares border with,Washington D.C.,28398
Nevada,shares border with,Washington D.C.,28398
New Jersey,shares border with,Washington D.C.,28398
New York,shares border with,Washington D.C.,28398
Alabama,shares border with,Washington D.C.,28398
Arizona,shares border with,Washington D.C.,28398
California,shares border with,Washington D.C.,28398
Illinois,shares border with,Washington D.C.,28398
Missouri,shares border with,Washington D.C.,28398
Nevada,shares border with,Washington D.C.,28398
New Jersey,shares border with,Washington D.C.,28398
New Mexico,shares border with,Washington D.C.,28398
