subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,5928
Washington D.C.,twinned administrative body,Maryland,5928
Alabama,shares border with,Washington D.C.,5928
Arizona,shares border with,Washington D.C.,5928
California,shares border with,Washington D.C.,5928
Illinois,shares border with,Washington D.C.,5928
Missouri,shares border with,Washington D.C.,5928
Nevada,shares border with,Washington D.C.,5928
New Jersey,shares border with,Washington D.C.,5928
New York,shares border with,Washington D.C.,5928
Alabama,shares border with,Washington D.C.,5928
Arizona,shares border with,Washington D.C.,5928
California,shares border with,Washington D.C.,5928
Illinois,shares border with,Washington D.C.,5928
Missouri,shares border with,Washington D.C.,5928
Nevada,shares border with,Washington D.C.,5928
New Jersey,shares border with,Washington D.C.,5928
New Mexico,shares border with,Washington D.C.,5928
