subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,6935
Washington D.C.,twinned administrative body,Maryland,6935
Alabama,shares border with,Washington D.C.,6935
Arizona,shares border with,Washington D.C.,6935
California,shares border with,Washington D.C.,6935
Illinois,shares border with,Washington D.C.,6935
Missouri,shares border with,Washington D.C.,6935
Nevada,shares border with,Washington D.C.,6935
New Jersey,shares border with,Washington D.C.,6935
New York,shares border with,Washington D.C.,6935
Alabama,shares border with,Washington D.C.,6935
Arizona,shares border with,Washington D.C.,6935
California,shares border with,Washington D.C.,6935
Illinois,shares border with,Washington D.C.,6935
Missouri,shares border with,Washington D.C.,6935
Nevada,shares border with,Washington D.C.,6935
New Jersey,shares border with,Washington D.C.,6935
New Mexico,shares border with,Washington D.C.,6935
