subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,7085
Washington D.C.,twinned administrative body,Maryland,7085
Alabama,shares border with,Washington D.C.,7085
Arizona,shares border with,Washington D.C.,7085
California,shares border with,Washington D.C.,7085
Illinois,shares border with,Washington D.C.,7085
Missouri,shares border with,Washington D.C.,7085
Nevada,shares border with,Washington D.C.,7085
New Jersey,shares border with,Washington D.C.,7085
New York,shares border with,Washington D.C.,7085
Alabama,shares border with,Washington D.C.,7085
Arizona,shares border with,Washington D.C.,7085
California,shares border with,Washington D.C.,7085
Illinois,shares border with,Washington D.C.,7085
Missouri,shares border with,Washington D.C.,7085
Nevada,shares border with,Washington D.C.,7085
New Jersey,shares border with,Washington D.C.,7085
New Mexico,shares border with,Washington D.C.,7085
