text,label,fe_id
Walthourville,ORG,24299
Monday,DATE,24299
morning,TIME,24299
the Liberty County Sheriff's Office,ORG,24299
Vertis Langley,WORK_OF_ART,24299
37,DATE,24299
South Carolina,GPE,24299
about four hours,TIME,24299
LCSO Detective,ORG,24299
Tracy Jennings,PERSON,24299
Savannah's Memorial Health University Medical Center,FAC,24299
Savannah,GPE,24299
Langley,ORG,24299
Sheila Drive,PERSON,24299
21-year-old,DATE,24299
1 a.m.,TIME,24299
Jennings,PERSON,24299
Jennings,ORG,24299
Langley,ORG,24299
