subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,22773
Washington D.C.,twinned administrative body,Maryland,22773
Alabama,shares border with,Washington D.C.,22773
Arizona,shares border with,Washington D.C.,22773
California,shares border with,Washington D.C.,22773
Illinois,shares border with,Washington D.C.,22773
Missouri,shares border with,Washington D.C.,22773
Nevada,shares border with,Washington D.C.,22773
New Jersey,shares border with,Washington D.C.,22773
New York,shares border with,Washington D.C.,22773
Alabama,shares border with,Washington D.C.,22773
Arizona,shares border with,Washington D.C.,22773
California,shares border with,Washington D.C.,22773
Illinois,shares border with,Washington D.C.,22773
Missouri,shares border with,Washington D.C.,22773
Nevada,shares border with,Washington D.C.,22773
New Jersey,shares border with,Washington D.C.,22773
New Mexico,shares border with,Washington D.C.,22773
