subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,20654
Washington D.C.,twinned administrative body,Maryland,20654
Alabama,shares border with,Washington D.C.,20654
Arizona,shares border with,Washington D.C.,20654
California,shares border with,Washington D.C.,20654
Illinois,shares border with,Washington D.C.,20654
Missouri,shares border with,Washington D.C.,20654
Nevada,shares border with,Washington D.C.,20654
New Jersey,shares border with,Washington D.C.,20654
New York,shares border with,Washington D.C.,20654
Alabama,shares border with,Washington D.C.,20654
Arizona,shares border with,Washington D.C.,20654
California,shares border with,Washington D.C.,20654
Illinois,shares border with,Washington D.C.,20654
Missouri,shares border with,Washington D.C.,20654
Nevada,shares border with,Washington D.C.,20654
New Jersey,shares border with,Washington D.C.,20654
New Mexico,shares border with,Washington D.C.,20654
