subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,24734
Washington D.C.,twinned administrative body,Maryland,24734
Alabama,shares border with,Washington D.C.,24734
Arizona,shares border with,Washington D.C.,24734
California,shares border with,Washington D.C.,24734
Illinois,shares border with,Washington D.C.,24734
Missouri,shares border with,Washington D.C.,24734
Nevada,shares border with,Washington D.C.,24734
New Jersey,shares border with,Washington D.C.,24734
New York,shares border with,Washington D.C.,24734
Alabama,shares border with,Washington D.C.,24734
Arizona,shares border with,Washington D.C.,24734
California,shares border with,Washington D.C.,24734
Illinois,shares border with,Washington D.C.,24734
Missouri,shares border with,Washington D.C.,24734
Nevada,shares border with,Washington D.C.,24734
New Jersey,shares border with,Washington D.C.,24734
New Mexico,shares border with,Washington D.C.,24734
