subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,12220
Washington D.C.,twinned administrative body,Maryland,12220
Alabama,shares border with,Washington D.C.,12220
Arizona,shares border with,Washington D.C.,12220
California,shares border with,Washington D.C.,12220
Illinois,shares border with,Washington D.C.,12220
Missouri,shares border with,Washington D.C.,12220
Nevada,shares border with,Washington D.C.,12220
New Jersey,shares border with,Washington D.C.,12220
New York,shares border with,Washington D.C.,12220
Alabama,shares border with,Washington D.C.,12220
Arizona,shares border with,Washington D.C.,12220
California,shares border with,Washington D.C.,12220
Illinois,shares border with,Washington D.C.,12220
Missouri,shares border with,Washington D.C.,12220
Nevada,shares border with,Washington D.C.,12220
New Jersey,shares border with,Washington D.C.,12220
New Mexico,shares border with,Washington D.C.,12220
