subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,16806
Washington D.C.,twinned administrative body,Maryland,16806
Alabama,shares border with,Washington D.C.,16806
Arizona,shares border with,Washington D.C.,16806
California,shares border with,Washington D.C.,16806
Illinois,shares border with,Washington D.C.,16806
Missouri,shares border with,Washington D.C.,16806
Nevada,shares border with,Washington D.C.,16806
New Jersey,shares border with,Washington D.C.,16806
New York,shares border with,Washington D.C.,16806
Alabama,shares border with,Washington D.C.,16806
Arizona,shares border with,Washington D.C.,16806
California,shares border with,Washington D.C.,16806
Illinois,shares border with,Washington D.C.,16806
Missouri,shares border with,Washington D.C.,16806
Nevada,shares border with,Washington D.C.,16806
New Jersey,shares border with,Washington D.C.,16806
New Mexico,shares border with,Washington D.C.,16806
