subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,15663
Washington D.C.,twinned administrative body,Maryland,15663
Alabama,shares border with,Washington D.C.,15663
Arizona,shares border with,Washington D.C.,15663
California,shares border with,Washington D.C.,15663
Illinois,shares border with,Washington D.C.,15663
Missouri,shares border with,Washington D.C.,15663
Nevada,shares border with,Washington D.C.,15663
New Jersey,shares border with,Washington D.C.,15663
New York,shares border with,Washington D.C.,15663
Alabama,shares border with,Washington D.C.,15663
Arizona,shares border with,Washington D.C.,15663
California,shares border with,Washington D.C.,15663
Illinois,shares border with,Washington D.C.,15663
Missouri,shares border with,Washington D.C.,15663
Nevada,shares border with,Washington D.C.,15663
New Jersey,shares border with,Washington D.C.,15663
New Mexico,shares border with,Washington D.C.,15663
