subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,23083
Washington D.C.,twinned administrative body,Maryland,23083
Alabama,shares border with,Washington D.C.,23083
Arizona,shares border with,Washington D.C.,23083
California,shares border with,Washington D.C.,23083
Illinois,shares border with,Washington D.C.,23083
Missouri,shares border with,Washington D.C.,23083
Nevada,shares border with,Washington D.C.,23083
New Jersey,shares border with,Washington D.C.,23083
New York,shares border with,Washington D.C.,23083
Alabama,shares border with,Washington D.C.,23083
Arizona,shares border with,Washington D.C.,23083
California,shares border with,Washington D.C.,23083
Illinois,shares border with,Washington D.C.,23083
Missouri,shares border with,Washington D.C.,23083
Nevada,shares border with,Washington D.C.,23083
New Jersey,shares border with,Washington D.C.,23083
New Mexico,shares border with,Washington D.C.,23083
