subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,14637
Washington D.C.,twinned administrative body,Maryland,14637
Alabama,shares border with,Washington D.C.,14637
Arizona,shares border with,Washington D.C.,14637
California,shares border with,Washington D.C.,14637
Illinois,shares border with,Washington D.C.,14637
Missouri,shares border with,Washington D.C.,14637
Nevada,shares border with,Washington D.C.,14637
New Jersey,shares border with,Washington D.C.,14637
New York,shares border with,Washington D.C.,14637
Alabama,shares border with,Washington D.C.,14637
Arizona,shares border with,Washington D.C.,14637
California,shares border with,Washington D.C.,14637
Illinois,shares border with,Washington D.C.,14637
Missouri,shares border with,Washington D.C.,14637
Nevada,shares border with,Washington D.C.,14637
New Jersey,shares border with,Washington D.C.,14637
New Mexico,shares border with,Washington D.C.,14637
