subject,predicate,object,fe_id
Missouri,contains administrative territorial entity,Audrain MO,30314
Missouri,contains administrative territorial entity,Boone MO,30314
Missouri,contains administrative territorial entity,Callaway MO,30314
Missouri,contains administrative territorial entity,Cole MO,30314
Missouri,contains administrative territorial entity,Moniteau MO,30314
Missouri,contains administrative territorial entity,Osage MO,30314
Audrain MO,located in the administrative territorial entity,Missouri,30314
Boone MO,located in the administrative territorial entity,Missouri,30314
Callaway MO,located in the administrative territorial entity,Missouri,30314
Cole MO,located in the,Missouri,30314
Missouri,contains administrative territorial entity,Audrain MO,30314
Missouri,contains administrative territorial entity,Boone MO,30314
Missouri,contains administrative territorial entity,Callaway MO,30314
Missouri,contains administrative territorial entity,Cole MO,30314
Missouri,contains administrative territorial entity,Moniteau MO,30314
Missouri,contains administrative territorial entity,Osage MO,30314
Audrain MO,located in the administrative territorial entity,Missouri,30314
Audrain MO,located in the administrative territorial entity,Missouri,30314
Boone MO,located in the administrative territorial entity,Missouri,30314
Boone MO,located in the administrative territorial entity,Missouri,30314
Audrain MO,located in the administrative territorial entity,Missouri,30314
Boone MO,located in the administrative territorial entity,Missouri,30314
Callaway MO,located in the administrative territorial entity,Missouri,30314
Cole MO,located in the administrative territorial entity,Missouri,30314
Moniteau MO,located in the administrative territorial entity,Missouri,30314
Osage MO,located in the administrative territorial entity,Missouri,30314
Knox MO,located in the administrative territorial entity,Missouri,30314
Lewis MO,located in the administrative territorial entity,Missouri,30314
