subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,26550
Washington D.C.,twinned administrative body,Maryland,26550
Alabama,shares border with,Washington D.C.,26550
Arizona,shares border with,Washington D.C.,26550
California,shares border with,Washington D.C.,26550
Illinois,shares border with,Washington D.C.,26550
Missouri,shares border with,Washington D.C.,26550
Nevada,shares border with,Washington D.C.,26550
New Jersey,shares border with,Washington D.C.,26550
New York,shares border with,Washington D.C.,26550
Alabama,shares border with,Washington D.C.,26550
Arizona,shares border with,Washington D.C.,26550
California,shares border with,Washington D.C.,26550
Illinois,shares border with,Washington D.C.,26550
Missouri,shares border with,Washington D.C.,26550
Nevada,shares border with,Washington D.C.,26550
New Jersey,shares border with,Washington D.C.,26550
New Mexico,shares border with,Washington D.C.,26550
