subject,predicate,object,fe_id
Arkansas,contains administrative territorial entity,Crawford,29710
Arkansas,contains administrative territorial entity,Franklin,29710
Arkansas,contains administrative territorial entity,Sebastian Counties,29710
Crawford,located in the administrative territorial entity,Arkansas,29710
Franklin,located in the administrative territorial entity,Arkansas,29710
Sebastian Counties,located in the administrative territorial entity,Arkansas,29710
heat exhaustion,subclass of,heat illness,29710
Oklahoma,contains administrative territorial entity,Osage,29710
Oklahoma,contains administrative territorial entity,Washington OK,29710
Oklahoma,contains administrative territorial entity,Pawnee,29710
Oklahoma,contains administrative territorial entity,Tulsa,29710
Oklahoma,contains administrative territorial entity,Sequoyah,29710
Oklahoma,contains administrative territorial entity,Le Flore Counties,29710
Osage,located in the administrative territorial entity,Oklahoma,29710
Washington OK,located in the administrative territorial entity,Oklahoma,29710
Pawnee,located in the administrative territorial entity,Oklahoma,29710
Tulsa,located in the administrative territorial entity,Oklahoma,29710
