subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,18555
Washington D.C.,twinned administrative body,Maryland,18555
Alabama,shares border with,Washington D.C.,18555
Arizona,shares border with,Washington D.C.,18555
California,shares border with,Washington D.C.,18555
Illinois,shares border with,Washington D.C.,18555
Missouri,shares border with,Washington D.C.,18555
Nevada,shares border with,Washington D.C.,18555
New Jersey,shares border with,Washington D.C.,18555
New York,shares border with,Washington D.C.,18555
Alabama,shares border with,Washington D.C.,18555
Arizona,shares border with,Washington D.C.,18555
California,shares border with,Washington D.C.,18555
Illinois,shares border with,Washington D.C.,18555
Missouri,shares border with,Washington D.C.,18555
Nevada,shares border with,Washington D.C.,18555
New Jersey,shares border with,Washington D.C.,18555
New Mexico,shares border with,Washington D.C.,18555
