text,label,fe_id
Chicago,GPE,31350
$2 million,MONEY,31350
55-year-old,DATE,31350
Chatham,GPE,31350
2018,DATE,31350
Monday,DATE,31350
the City Council’s Finance Committee,ORG,31350
David Brown,PERSON,31350
Julia Lynn Callaway,PERSON,31350
May 2018,DATE,31350
50 feet,QUANTITY,31350
Brown,PERSON,31350
Shiloh Baptist Church,ORG,31350
shortly before 6 p.m.,TIME,31350
Nissan,ORG,31350
8000,CARDINAL,31350
South Evans,GPE,31350
two,CARDINAL,31350
7900,CARDINAL,31350
South Lafayette,LOC,31350
Callaway,ORG,31350
Cook County,GPE,31350
Pugh,ORG,31350
two,CARDINAL,31350
Nissan,ORG,31350
76th Street,FAC,31350
Nissan,ORG,31350
the Dan Ryan Expressway,FAC,31350
79th Street,FAC,31350
Callaway,ORG,31350
31-year-old,DATE,31350
Nissan,ORG,31350
two,CARDINAL,31350
22,CARDINAL,31350
Matteson,ORG,31350
first,ORDINAL,31350
Julia Callaway,ORG,31350
Chicago,GPE,31350
19.3 grams,QUANTITY,31350
"2,345",MONEY,31350
Brown,PERSON,31350
Michael Ditore,PERSON,31350
the years,DATE,31350
Chicago,GPE,31350
millions,CARDINAL,31350
two,CARDINAL,31350
the same weekend,DATE,31350
June 1999,DATE,31350
Unarmed African-American,NORP,31350
LaTanya Haggerty,PERSON,31350
26,DATE,31350
Robert Russ,PERSON,31350
22,DATE,31350
summer,DATE,31350
Haggerty,PERSON,31350
89th,ORDINAL,31350
Cottage Grove,GPE,31350
the South Side,LOC,31350
first,ORDINAL,31350
Richard M. Daley,PERSON,31350
$18 million,MONEY,31350
second,ORDINAL,31350
Haggerty,LOC,31350
Russ,PERSON,31350
Northwestern University,ORG,31350
ten days,DATE,31350
three miles,QUANTITY,31350
Lake Shore Drive,FAC,31350
the Dan Ryan Expy.,FAC,31350
Russ,PERSON,31350
Von Watts IV,PERSON,31350
Russ,PERSON,31350
Russ,PERSON,31350
$9.6 million,MONEY,31350
Russ,PERSON,31350
2004,DATE,31350
$3 million,MONEY,31350
Addison,ORG,31350
Kedzie,PERSON,31350
GMC,ORG,31350
Chicago,GPE,31350
Eight years later,DATE,31350
Chicago,GPE,31350
$1.36 million,MONEY,31350
2009,DATE,31350
2019,DATE,31350
$4.9 million,MONEY,31350
27-year-old,DATE,31350
Chequita Adams,PERSON,31350
"June, 2017",DATE,31350
Chicago,GPE,31350
Taylor Clark,PERSON,31350
Monday,DATE,31350
"250,000",MONEY,31350
Michael Williamson,PERSON,31350
Chicago,GPE,31350
Williamson,PERSON,31350
"Jan. 1, 2014",DATE,31350
Williamson,PERSON,31350
U.S. Navy,ORG,31350
New Year’s Eve,EVENT,31350
the new year,DATE,31350
CPD,ORG,31350
Wilfredo Ortiz,PERSON,31350
11,CARDINAL,31350
Williams,PERSON,31350
two,CARDINAL,31350
Williamson,PERSON,31350
Ortiz,PERSON,31350
Williamson,PERSON,31350
Ortiz,PERSON,31350
Ortiz,PERSON,31350
Williamson,PERSON,31350
2016,DATE,31350
Williamson,PERSON,31350
Ortiz,PERSON,31350
"175,000",MONEY,31350
Lavelle Taylor,PERSON,31350
1996,DATE,31350
Taylor,PERSON,31350
CPD,ORG,31350
Taylor,PERSON,31350
James O’Brien,PERSON,31350
CPD,ORG,31350
Rahm Emanuel,PERSON,31350
Laquan McDonald,PERSON,31350
