text,label,fe_id
July 7,DATE,10344
2011,DATE,10344
about 2 p.m.,TIME,10344
Wednesday,DATE,10344
July 6,DATE,10344
Craig Campbell,PERSON,10344
DOB,ORG,10344
11-29-68,CARDINAL,10344
Ben Taub General Hospital,ORG,10344
the Harris County Institute of Forensic Sciences,ORG,10344
Campbell,ORG,10344
HPD Homicide Division,ORG,10344
T. Biggs,PERSON,10344
Officer M. Condon,PERSON,10344
Campbell,PERSON,10344
2820,DATE,10344
Holmes Road,WORK_OF_ART,10344
Campbell,ORG,10344
one,CARDINAL,10344
Campbell,ORG,10344
Holmes,PERSON,10344
about four,CARDINAL,10344
Campbell,ORG,10344
Campbell,ORG,10344
HFD,ORG,10344
Campbell,ORG,10344
about two hours later,TIME,10344
the HPD Homicide and Internal Affairs Divisions,ORG,10344
JFC/KJS 7-7-11,ORG,10344
#088040911,CARDINAL,10344
