subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,24193
Washington D.C.,twinned administrative body,Maryland,24193
Alabama,shares border with,Washington D.C.,24193
Arizona,shares border with,Washington D.C.,24193
California,shares border with,Washington D.C.,24193
Illinois,shares border with,Washington D.C.,24193
Missouri,shares border with,Washington D.C.,24193
Nevada,shares border with,Washington D.C.,24193
New Jersey,shares border with,Washington D.C.,24193
New York,shares border with,Washington D.C.,24193
Alabama,shares border with,Washington D.C.,24193
Arizona,shares border with,Washington D.C.,24193
California,shares border with,Washington D.C.,24193
Illinois,shares border with,Washington D.C.,24193
Missouri,shares border with,Washington D.C.,24193
Nevada,shares border with,Washington D.C.,24193
New Jersey,shares border with,Washington D.C.,24193
New Mexico,shares border with,Washington D.C.,24193
