subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,23144
Washington D.C.,twinned administrative body,Maryland,23144
Alabama,shares border with,Washington D.C.,23144
Arizona,shares border with,Washington D.C.,23144
California,shares border with,Washington D.C.,23144
Illinois,shares border with,Washington D.C.,23144
Missouri,shares border with,Washington D.C.,23144
Nevada,shares border with,Washington D.C.,23144
New Jersey,shares border with,Washington D.C.,23144
New York,shares border with,Washington D.C.,23144
Alabama,shares border with,Washington D.C.,23144
Arizona,shares border with,Washington D.C.,23144
California,shares border with,Washington D.C.,23144
Illinois,shares border with,Washington D.C.,23144
Missouri,shares border with,Washington D.C.,23144
Nevada,shares border with,Washington D.C.,23144
New Jersey,shares border with,Washington D.C.,23144
New Mexico,shares border with,Washington D.C.,23144
