subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,23674
Washington D.C.,twinned administrative body,Maryland,23674
Alabama,shares border with,Washington D.C.,23674
Arizona,shares border with,Washington D.C.,23674
California,shares border with,Washington D.C.,23674
Illinois,shares border with,Washington D.C.,23674
Missouri,shares border with,Washington D.C.,23674
Nevada,shares border with,Washington D.C.,23674
New Jersey,shares border with,Washington D.C.,23674
New York,shares border with,Washington D.C.,23674
Alabama,shares border with,Washington D.C.,23674
Arizona,shares border with,Washington D.C.,23674
California,shares border with,Washington D.C.,23674
Illinois,shares border with,Washington D.C.,23674
Missouri,shares border with,Washington D.C.,23674
Nevada,shares border with,Washington D.C.,23674
New Jersey,shares border with,Washington D.C.,23674
New Mexico,shares border with,Washington D.C.,23674
