subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,29057
Washington D.C.,twinned administrative body,Maryland,29057
Alabama,shares border with,Washington D.C.,29057
Arizona,shares border with,Washington D.C.,29057
California,shares border with,Washington D.C.,29057
Illinois,shares border with,Washington D.C.,29057
Missouri,shares border with,Washington D.C.,29057
Nevada,shares border with,Washington D.C.,29057
New Jersey,shares border with,Washington D.C.,29057
New York,shares border with,Washington D.C.,29057
Alabama,shares border with,Washington D.C.,29057
Arizona,shares border with,Washington D.C.,29057
California,shares border with,Washington D.C.,29057
Illinois,shares border with,Washington D.C.,29057
Missouri,shares border with,Washington D.C.,29057
Nevada,shares border with,Washington D.C.,29057
New Jersey,shares border with,Washington D.C.,29057
New Mexico,shares border with,Washington D.C.,29057
