subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,14923
Washington D.C.,twinned administrative body,Maryland,14923
Alabama,shares border with,Washington D.C.,14923
Arizona,shares border with,Washington D.C.,14923
California,shares border with,Washington D.C.,14923
Illinois,shares border with,Washington D.C.,14923
Missouri,shares border with,Washington D.C.,14923
Nevada,shares border with,Washington D.C.,14923
New Jersey,shares border with,Washington D.C.,14923
New York,shares border with,Washington D.C.,14923
Alabama,shares border with,Washington D.C.,14923
Arizona,shares border with,Washington D.C.,14923
California,shares border with,Washington D.C.,14923
Illinois,shares border with,Washington D.C.,14923
Missouri,shares border with,Washington D.C.,14923
Nevada,shares border with,Washington D.C.,14923
New Jersey,shares border with,Washington D.C.,14923
New Mexico,shares border with,Washington D.C.,14923
