subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,14920
Washington D.C.,twinned administrative body,Maryland,14920
Alabama,shares border with,Washington D.C.,14920
Arizona,shares border with,Washington D.C.,14920
California,shares border with,Washington D.C.,14920
Illinois,shares border with,Washington D.C.,14920
Missouri,shares border with,Washington D.C.,14920
Nevada,shares border with,Washington D.C.,14920
New Jersey,shares border with,Washington D.C.,14920
New York,shares border with,Washington D.C.,14920
Alabama,shares border with,Washington D.C.,14920
Arizona,shares border with,Washington D.C.,14920
California,shares border with,Washington D.C.,14920
Illinois,shares border with,Washington D.C.,14920
Missouri,shares border with,Washington D.C.,14920
Nevada,shares border with,Washington D.C.,14920
New Jersey,shares border with,Washington D.C.,14920
New Mexico,shares border with,Washington D.C.,14920
