subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,24095
Washington D.C.,twinned administrative body,Maryland,24095
Alabama,shares border with,Washington D.C.,24095
Arizona,shares border with,Washington D.C.,24095
California,shares border with,Washington D.C.,24095
Illinois,shares border with,Washington D.C.,24095
Missouri,shares border with,Washington D.C.,24095
Nevada,shares border with,Washington D.C.,24095
New Jersey,shares border with,Washington D.C.,24095
New York,shares border with,Washington D.C.,24095
Alabama,shares border with,Washington D.C.,24095
Arizona,shares border with,Washington D.C.,24095
California,shares border with,Washington D.C.,24095
Illinois,shares border with,Washington D.C.,24095
Missouri,shares border with,Washington D.C.,24095
Nevada,shares border with,Washington D.C.,24095
New Jersey,shares border with,Washington D.C.,24095
New Mexico,shares border with,Washington D.C.,24095
