subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,26167
Washington D.C.,twinned administrative body,Maryland,26167
Alabama,shares border with,Washington D.C.,26167
Arizona,shares border with,Washington D.C.,26167
California,shares border with,Washington D.C.,26167
Illinois,shares border with,Washington D.C.,26167
Missouri,shares border with,Washington D.C.,26167
Nevada,shares border with,Washington D.C.,26167
New Jersey,shares border with,Washington D.C.,26167
New York,shares border with,Washington D.C.,26167
Alabama,shares border with,Washington D.C.,26167
Arizona,shares border with,Washington D.C.,26167
California,shares border with,Washington D.C.,26167
Illinois,shares border with,Washington D.C.,26167
Missouri,shares border with,Washington D.C.,26167
Nevada,shares border with,Washington D.C.,26167
New Jersey,shares border with,Washington D.C.,26167
New Mexico,shares border with,Washington D.C.,26167
