subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,8811
Washington D.C.,twinned administrative body,Maryland,8811
Alabama,shares border with,Washington D.C.,8811
Arizona,shares border with,Washington D.C.,8811
California,shares border with,Washington D.C.,8811
Illinois,shares border with,Washington D.C.,8811
Missouri,shares border with,Washington D.C.,8811
Nevada,shares border with,Washington D.C.,8811
New Jersey,shares border with,Washington D.C.,8811
New York,shares border with,Washington D.C.,8811
Alabama,shares border with,Washington D.C.,8811
Arizona,shares border with,Washington D.C.,8811
California,shares border with,Washington D.C.,8811
Illinois,shares border with,Washington D.C.,8811
Missouri,shares border with,Washington D.C.,8811
Nevada,shares border with,Washington D.C.,8811
New Jersey,shares border with,Washington D.C.,8811
New Mexico,shares border with,Washington D.C.,8811
