subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,16954
Washington D.C.,twinned administrative body,Maryland,16954
Alabama,shares border with,Washington D.C.,16954
Arizona,shares border with,Washington D.C.,16954
California,shares border with,Washington D.C.,16954
Illinois,shares border with,Washington D.C.,16954
Missouri,shares border with,Washington D.C.,16954
Nevada,shares border with,Washington D.C.,16954
New Jersey,shares border with,Washington D.C.,16954
New York,shares border with,Washington D.C.,16954
Alabama,shares border with,Washington D.C.,16954
Arizona,shares border with,Washington D.C.,16954
California,shares border with,Washington D.C.,16954
Illinois,shares border with,Washington D.C.,16954
Missouri,shares border with,Washington D.C.,16954
Nevada,shares border with,Washington D.C.,16954
New Jersey,shares border with,Washington D.C.,16954
New Mexico,shares border with,Washington D.C.,16954
