subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,23084
Washington D.C.,twinned administrative body,Maryland,23084
Alabama,shares border with,Washington D.C.,23084
Arizona,shares border with,Washington D.C.,23084
California,shares border with,Washington D.C.,23084
Illinois,shares border with,Washington D.C.,23084
Missouri,shares border with,Washington D.C.,23084
Nevada,shares border with,Washington D.C.,23084
New Jersey,shares border with,Washington D.C.,23084
New York,shares border with,Washington D.C.,23084
Alabama,shares border with,Washington D.C.,23084
Arizona,shares border with,Washington D.C.,23084
California,shares border with,Washington D.C.,23084
Illinois,shares border with,Washington D.C.,23084
Missouri,shares border with,Washington D.C.,23084
Nevada,shares border with,Washington D.C.,23084
New Jersey,shares border with,Washington D.C.,23084
New Mexico,shares border with,Washington D.C.,23084
