subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,23080
Washington D.C.,twinned administrative body,Maryland,23080
Alabama,shares border with,Washington D.C.,23080
Arizona,shares border with,Washington D.C.,23080
California,shares border with,Washington D.C.,23080
Illinois,shares border with,Washington D.C.,23080
Missouri,shares border with,Washington D.C.,23080
Nevada,shares border with,Washington D.C.,23080
New Jersey,shares border with,Washington D.C.,23080
New York,shares border with,Washington D.C.,23080
Alabama,shares border with,Washington D.C.,23080
Arizona,shares border with,Washington D.C.,23080
California,shares border with,Washington D.C.,23080
Illinois,shares border with,Washington D.C.,23080
Missouri,shares border with,Washington D.C.,23080
Nevada,shares border with,Washington D.C.,23080
New Jersey,shares border with,Washington D.C.,23080
New Mexico,shares border with,Washington D.C.,23080
