subject,predicate,object,fe_id
Missouri,contains administrative territorial entity,Audrain MO,11713
Missouri,contains administrative territorial entity,Boone MO,11713
Missouri,contains administrative territorial entity,Callaway MO,11713
Missouri,contains administrative territorial entity,Cole MO,11713
Missouri,contains administrative territorial entity,Moniteau MO,11713
Missouri,contains administrative territorial entity,Osage MO,11713
Audrain MO,located in the administrative territorial entity,Missouri,11713
Boone MO,located in the administrative territorial entity,Missouri,11713
Callaway MO,located in the administrative territorial entity,Missouri,11713
Cole MO,located in the,Missouri,11713
Missouri,contains administrative territorial entity,Audrain MO,11713
Missouri,contains administrative territorial entity,Boone MO,11713
Missouri,contains administrative territorial entity,Callaway MO,11713
Missouri,contains administrative territorial entity,Cole MO,11713
Missouri,contains administrative territorial entity,Moniteau MO,11713
Missouri,contains administrative territorial entity,Osage MO,11713
Audrain MO,located in the administrative territorial entity,Missouri,11713
Audrain MO,located in the administrative territorial entity,Missouri,11713
Boone MO,located in the administrative territorial entity,Missouri,11713
Boone MO,located in the administrative territorial entity,Missouri,11713
Audrain MO,located in the administrative territorial entity,Missouri,11713
Boone MO,located in the administrative territorial entity,Missouri,11713
Callaway MO,located in the administrative territorial entity,Missouri,11713
Cole MO,located in the administrative territorial entity,Missouri,11713
Moniteau MO,located in the administrative territorial entity,Missouri,11713
Osage MO,located in the administrative territorial entity,Missouri,11713
Knox MO,located in the administrative territorial entity,Missouri,11713
Lewis MO,located in the administrative territorial entity,Missouri,11713
