subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,2846
Washington D.C.,twinned administrative body,Maryland,2846
Alabama,shares border with,Washington D.C.,2846
Arizona,shares border with,Washington D.C.,2846
California,shares border with,Washington D.C.,2846
Illinois,shares border with,Washington D.C.,2846
Missouri,shares border with,Washington D.C.,2846
Nevada,shares border with,Washington D.C.,2846
New Jersey,shares border with,Washington D.C.,2846
New York,shares border with,Washington D.C.,2846
Alabama,shares border with,Washington D.C.,2846
Arizona,shares border with,Washington D.C.,2846
California,shares border with,Washington D.C.,2846
Illinois,shares border with,Washington D.C.,2846
Missouri,shares border with,Washington D.C.,2846
Nevada,shares border with,Washington D.C.,2846
New Jersey,shares border with,Washington D.C.,2846
New Mexico,shares border with,Washington D.C.,2846
