subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,10100
Washington D.C.,twinned administrative body,Maryland,10100
Alabama,shares border with,Washington D.C.,10100
Arizona,shares border with,Washington D.C.,10100
California,shares border with,Washington D.C.,10100
Illinois,shares border with,Washington D.C.,10100
Missouri,shares border with,Washington D.C.,10100
Nevada,shares border with,Washington D.C.,10100
New Jersey,shares border with,Washington D.C.,10100
New York,shares border with,Washington D.C.,10100
Alabama,shares border with,Washington D.C.,10100
Arizona,shares border with,Washington D.C.,10100
California,shares border with,Washington D.C.,10100
Illinois,shares border with,Washington D.C.,10100
Missouri,shares border with,Washington D.C.,10100
Nevada,shares border with,Washington D.C.,10100
New Jersey,shares border with,Washington D.C.,10100
New Mexico,shares border with,Washington D.C.,10100
