text,label,fe_id
5-year-old,DATE,18988
Tulsa,GPE,18988
last year,DATE,18988
Friday,DATE,18988
Sand Springs,ORG,18988
Bryon Creech,ORG,18988
last July,DATE,18988
Creech,PERSON,18988
6,CARDINAL,18988
330-pound,QUANTITY,18988
Marine,ORG,18988
Mike Carter,PERSON,18988
Friday,DATE,18988
Taser,ORG,18988
Friday,DATE,18988
Creech,PERSON,18988
Tulsa,GPE,18988
16-hour,TIME,18988
5-year-old,DATE,18988
Braydon,PERSON,18988
Creech,PERSON,18988
36,DATE,18988
1:42 p.m.,TIME,18988
first,ORDINAL,18988
second,ORDINAL,18988
Tulsa,GPE,18988
Leland Ashley,PERSON,18988
Creech,PERSON,18988
Creech,PERSON,18988
Laurel Creech,ORG,18988
Thursday,DATE,18988
1 1,CARDINAL,18988
7800,CARDINAL,18988
South Victor Avenue,LOC,18988
first,ORDINAL,18988
4:27 p.m.,TIME,18988
Shane Tuell,PERSON,18988
about 4:43 p.m.,TIME,18988
Laurel Creech,ORG,18988
Ashley,PERSON,18988
4:53 p.m.,TIME,18988
Laurel Creech,ORG,18988
5:17 p.m.,TIME,18988
second,ORDINAL,18988
6:01 p.m.,TIME,18988
6:08 p.m.,TIME,18988
Bryon Creech,ORG,18988
the hours,TIME,18988
the night,TIME,18988
Tuell,ORG,18988
Bryon Creech,ORG,18988
Creech,PERSON,18988
Braydon,PERSON,18988
Tuell,ORG,18988
Friday,DATE,18988
Bryon Creech,ORG,18988
about 10:30 a.m.,TIME,18988
Braydon,PERSON,18988
Ashley,PERSON,18988
Tuell,ORG,18988
Creech,PERSON,18988
Creech,GPE,18988
the Marine Corps,ORG,18988
1999,DATE,18988
four years,DATE,18988
4th,ORDINAL,18988
3rd Battalion,ORG,18988
Creech,PERSON,18988
Marines,ORG,18988
Creech,GPE,18988
Marine,NORP,18988
the Tulsa World,ORG,18988
Creech,GPE,18988
Friday,DATE,18988
Laurel Creech,ORG,18988
July 30,DATE,18988
Sand Springs,GPE,18988
5300,CARDINAL,18988
South Bahama Avenue,LOC,18988
Laurel Creech,ORG,18988
the next day,DATE,18988
July 14,DATE,18988
Carter,PERSON,18988
"between Sept. 14, 2014",DATE,18988
March 16,DATE,18988
Sand Springs,ORG,18988
at least one,CARDINAL,18988
10,CARDINAL,18988
Four,CARDINAL,18988
Bryon Creech,ORG,18988
Sapulpa,ORG,18988
Bryon Creech,ORG,18988
Carter,PERSON,18988
Bryon Creech,ORG,18988
Creech,GPE,18988
Carter,PERSON,18988
Carter,PERSON,18988
Tulsa,GPE,18988
Laurel Creech,ORG,18988
about a week ago,DATE,18988
Deborah Solomon,PERSON,18988
Laurel Creech,ORG,18988
911,CARDINAL,18988
Solomon,PERSON,18988
Laurel Creech,ORG,18988
Solomon,PERSON,18988
Solomon,PERSON,18988
Megan Edge,ORG,18988
a few hundred yards,QUANTITY,18988
all night,TIME,18988
Edge,ORG,18988
two,CARDINAL,18988
Richelle Johnson,PERSON,18988
two years,DATE,18988
Johnson,PERSON,18988
Kendrick Marshall,PERSON,18988
Bryon Creech,ORG,18988
