subject,predicate,object,fe_id
Douglas County,located in the administrative territorial entity,Colo,25137
Colo,contains administrative territorial entity,Douglas County,25137
Douglas County Coroner’s Office,located in the administrative territorial entity,Colorado,25137
Colorado,contains administrative territorial entity,Douglas County Coroner’s Office,25137
Colorado,contains administrative territorial entity,Arapahoe,25137
Interstate 25,located in the administrative territorial entity,Colorado,25137
Arapahoe,located in the administrative territorial entity,Colorado,25137
Douglas County Coroner’s Office,located in the administrative territorial entity,Colorado,25137
Colorado,contains administrative territorial entity,Douglas County Coroner’s Office,25137
Colorado,contains administrative territorial entity,Arapahoe,25137
Arapahoe,located in the administrative territorial entity,Colorado,25137
