subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,15544
Washington D.C.,twinned administrative body,Maryland,15544
Alabama,shares border with,Washington D.C.,15544
Arizona,shares border with,Washington D.C.,15544
California,shares border with,Washington D.C.,15544
Illinois,shares border with,Washington D.C.,15544
Missouri,shares border with,Washington D.C.,15544
Nevada,shares border with,Washington D.C.,15544
New Jersey,shares border with,Washington D.C.,15544
New York,shares border with,Washington D.C.,15544
Alabama,shares border with,Washington D.C.,15544
Arizona,shares border with,Washington D.C.,15544
California,shares border with,Washington D.C.,15544
Illinois,shares border with,Washington D.C.,15544
Missouri,shares border with,Washington D.C.,15544
Nevada,shares border with,Washington D.C.,15544
New Jersey,shares border with,Washington D.C.,15544
New Mexico,shares border with,Washington D.C.,15544
