subject,predicate,object,fe_id
Dontre Hamilton,date of death,"April 30, 2014",14429
Dontre Hamilton,date of death,"April 30, 2014",14429
Dontre Hamilton,date of death,"April 30, 2014",14429
Dontre Hamilton,date of death,"April 30, 2014",14429
Dontre Hamilton,date of death,"April 30, 2014",14429
2014 shooting in Red Arrow Park,point in time,"April 30, 2014",14429
2014 shooting in Red Arrow Park,point in time,"April 30, 2014",14429
2014 shooting in Red Arrow Park,location,Red Arrow Park,14429
2014 shooting in Red Arrow Park,located in the administrative territorial entity,Milwaukee,14429
2014 shooting in Red Arrow Park,point in time,"April 30, 2014",14429
Red Arrow Park,located in the administrative territorial entity,Milwaukee,14429
