subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,5547
Washington D.C.,twinned administrative body,Maryland,5547
Alabama,shares border with,Washington D.C.,5547
Arizona,shares border with,Washington D.C.,5547
California,shares border with,Washington D.C.,5547
Illinois,shares border with,Washington D.C.,5547
Missouri,shares border with,Washington D.C.,5547
Nevada,shares border with,Washington D.C.,5547
New Jersey,shares border with,Washington D.C.,5547
New York,shares border with,Washington D.C.,5547
Alabama,shares border with,Washington D.C.,5547
Arizona,shares border with,Washington D.C.,5547
California,shares border with,Washington D.C.,5547
Illinois,shares border with,Washington D.C.,5547
Missouri,shares border with,Washington D.C.,5547
Nevada,shares border with,Washington D.C.,5547
New Jersey,shares border with,Washington D.C.,5547
New Mexico,shares border with,Washington D.C.,5547
