subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,16186
Washington D.C.,twinned administrative body,Maryland,16186
Alabama,shares border with,Washington D.C.,16186
Arizona,shares border with,Washington D.C.,16186
California,shares border with,Washington D.C.,16186
Illinois,shares border with,Washington D.C.,16186
Missouri,shares border with,Washington D.C.,16186
Nevada,shares border with,Washington D.C.,16186
New Jersey,shares border with,Washington D.C.,16186
New York,shares border with,Washington D.C.,16186
Alabama,shares border with,Washington D.C.,16186
Arizona,shares border with,Washington D.C.,16186
California,shares border with,Washington D.C.,16186
Illinois,shares border with,Washington D.C.,16186
Missouri,shares border with,Washington D.C.,16186
Nevada,shares border with,Washington D.C.,16186
New Jersey,shares border with,Washington D.C.,16186
New Mexico,shares border with,Washington D.C.,16186
