subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,22723
Washington D.C.,twinned administrative body,Maryland,22723
Alabama,shares border with,Washington D.C.,22723
Arizona,shares border with,Washington D.C.,22723
California,shares border with,Washington D.C.,22723
Illinois,shares border with,Washington D.C.,22723
Missouri,shares border with,Washington D.C.,22723
Nevada,shares border with,Washington D.C.,22723
New Jersey,shares border with,Washington D.C.,22723
New York,shares border with,Washington D.C.,22723
Alabama,shares border with,Washington D.C.,22723
Arizona,shares border with,Washington D.C.,22723
California,shares border with,Washington D.C.,22723
Illinois,shares border with,Washington D.C.,22723
Missouri,shares border with,Washington D.C.,22723
Nevada,shares border with,Washington D.C.,22723
New Jersey,shares border with,Washington D.C.,22723
New Mexico,shares border with,Washington D.C.,22723
