text,label,fe_id
LOUIS •,PERSON,17952
Chris Miles,PERSON,17952
Friday,DATE,17952
morning,TIME,17952
Miles,PERSON,17952
one,CARDINAL,17952
two,CARDINAL,17952
Thursday,DATE,17952
afternoon,TIME,17952
Riverview Boulevard,ORG,17952
second,ORDINAL,17952
25,DATE,17952
Pine Lawn,ORG,17952
Friday night,TIME,17952
the day before,DATE,17952
Durwon Murrow,PERSON,17952
Brown,PERSON,17952
Brown,PERSON,17952
Miles,PERSON,17952
Brown,PERSON,17952
Miles,PERSON,17952
23,DATE,17952
St. Louis County,GPE,17952
Dellwood,GPE,17952
Castle Point,ORG,17952
Miles,PERSON,17952
Christina,PERSON,17952
Friday,DATE,17952
morning,TIME,17952
Friday,DATE,17952
afternoon,TIME,17952
Miles,PERSON,17952
Court,ORG,17952
Miles,PERSON,17952
St. Louis County,GPE,17952
Thursday,DATE,17952
afternoon,TIME,17952
two,CARDINAL,17952
Monday,DATE,17952
Chevy,ORG,17952
Monday,DATE,17952
Sgt,PERSON,17952
Shawn McGuire,PERSON,17952
2:20 p.m.,TIME,17952
Thursday,DATE,17952
first,ORDINAL,17952
Monday,DATE,17952
Jennings,GPE,17952
two,CARDINAL,17952
about 2:50 p.m.,TIME,17952
St. Louis,GPE,17952
just before 3 p.m.,TIME,17952
1000,CARDINAL,17952
Riverview Boulevard,FAC,17952
Chevrolet,ORG,17952
Riverview,ORG,17952
GMC Yukon,ORG,17952
Antoine Roberson,PERSON,17952
Friday,DATE,17952
Impala,GPE,17952
Miles,PERSON,17952
two,CARDINAL,17952
McGuire,PERSON,17952
Thursday,DATE,17952
McGuire,PERSON,17952
St. Louis County,GPE,17952
McGuire,PERSON,17952
Dominick Green,PERSON,17952
Brown,PERSON,17952
