text,label,fe_id
Wilmington,GPE,19899
New Castle County,GPE,19899
last April,DATE,19899
Wednesday,DATE,19899
the Delaware Department of Justice,ORG,19899
Twenty-one-year-old,DATE,19899
Keith Price,PERSON,19899
Saint Helena’s Church,ORG,19899
Officer Sean Sweeney-Jones,ORG,19899
11,CARDINAL,19899
seven,CARDINAL,19899
Sweeney-Jones,ORG,19899
the state Department of Justice,ORG,19899
Price,ORG,19899
"April 9, 2017",DATE,19899
April 18,DATE,19899
Honda,ORG,19899
Accord,PRODUCT,19899
24th,ORDINAL,19899
North Market,LOC,19899
Wilmington,GPE,19899
"April 19, 2017",DATE,19899
Detective M. George,PERSON,19899
Two,CARDINAL,19899
Sweeney-Jones,ORG,19899
Price,ORG,19899
Honda,ORG,19899
Sweeney-Jones,ORG,19899
Honda,ORG,19899
George,PERSON,19899
George,PERSON,19899
three,CARDINAL,19899
Honda,ORG,19899
Only one,CARDINAL,19899
Sweeny-Jones,ORG,19899
Philadelphia Pike,ORG,19899
the Washington Street Extension,ORG,19899
Saint Helena’s Church,ORG,19899
Sweeney-Jones,ORG,19899
Sweeney-Jones,ORG,19899
Sweeney-Jones,ORG,19899
Price,ORG,19899
Sweeney-Jones',ORG,19899
the first 30 seconds,TIME,19899
18 seconds,TIME,19899
the 30 seconds,TIME,19899
Price,PERSON,19899
Sweeney-Jones,ORG,19899
Saturday,DATE,19899
Price,ORG,19899
one,CARDINAL,19899
Ballistics,GPE,19899
State,ORG,19899
Sweeney-Jones,ORG,19899
Sweeney-Jones,ORG,19899
State,ORG,19899
Sweeney-Jones,ORG,19899
Sweeney-Jones,ORG,19899
Trooper,GPE,19899
16-year-old,DATE,19899
Dover,GPE,19899
Price,ORG,19899
Price,PERSON,19899
Price,PERSON,19899
Price,PERSON,19899
April 9,DATE,19899
Price,PERSON,19899
Officer Sweeney-Jones,ORG,19899
Price,PERSON,19899
Price,PERSON,19899
Sweeney-Jones,ORG,19899
302,CARDINAL,19899
319-1855,DATE,19899
