text,label,fe_id
Timmonsville,NORP,19277
a year ago,DATE,19277
Darlington County,GPE,19277
the 4th Circuit Solicitor’s Office,ORG,19277
48-year-old,DATE,19277
Charlton Lafate Hill,ORG,19277
1101,DATE,19277
Sansbury Road,ORG,19277
Monday,DATE,19277
about noon,TIME,19277
Wednesday,DATE,19277
Fourth Circuit,ORG,19277
Mike Baxley,PERSON,19277
Hill,PERSON,19277
25 years,DATE,19277
10 years,DATE,19277
Baxley,PERSON,19277
Hill,ORG,19277
five years,DATE,19277
10 years,DATE,19277
Hill,PERSON,19277
S.C. Highway Patrol,FAC,19277
about 6:30 p.m.,TIME,19277
"Jan. 8, 2010",DATE,19277
2005,DATE,19277
Chevy Cobalt,PERSON,19277
1600,CARDINAL,19277
Potato House Road near Darlington,ORG,19277
47-year-old,DATE,19277
Sylvia Britt Mattox Hill,PERSON,19277
Darlington County,GPE,19277
Coroner Todd Hardee,PERSON,19277
the day,DATE,19277
about a minute,TIME,19277
Potato House Road,ORG,19277
Sonny Collins,PERSON,19277
Cobalt,ORG,19277
Collins,PERSON,19277
Collins,PERSON,19277
S.C. Highway Patrol,ORG,19277
Wayne Byrd,PERSON,19277
the day,DATE,19277
Hill,PERSON,19277
The Darlington Police Department,ORG,19277
Darlington County Sheriff’s Capt,ORG,19277
Andy Locklair,PERSON,19277
Hill,ORG,19277
Hill,ORG,19277
Hill,PERSON,19277
"Jan. 10, 2010",DATE,19277
Locklair,ORG,19277
4th Circuit,ORG,19277
John Holt,PERSON,19277
Kendall Burch,PERSON,19277
Patti Parker,PERSON,19277
