subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,28500
Washington D.C.,twinned administrative body,Maryland,28500
Alabama,shares border with,Washington D.C.,28500
Arizona,shares border with,Washington D.C.,28500
California,shares border with,Washington D.C.,28500
Illinois,shares border with,Washington D.C.,28500
Missouri,shares border with,Washington D.C.,28500
Nevada,shares border with,Washington D.C.,28500
New Jersey,shares border with,Washington D.C.,28500
New York,shares border with,Washington D.C.,28500
Alabama,shares border with,Washington D.C.,28500
Arizona,shares border with,Washington D.C.,28500
California,shares border with,Washington D.C.,28500
Illinois,shares border with,Washington D.C.,28500
Missouri,shares border with,Washington D.C.,28500
Nevada,shares border with,Washington D.C.,28500
New Jersey,shares border with,Washington D.C.,28500
New Mexico,shares border with,Washington D.C.,28500
