text,label,fe_id
State,ORG,17184
Alabama,GPE,17184
Alaska,GPE,17184
Arizona,GPE,17184
Arkansas,GPE,17184
California,GPE,17184
Colorado,GPE,17184
Connecticut,GPE,17184
Delaware,GPE,17184
Florida,GPE,17184
Georgia,GPE,17184
Hawaii,GPE,17184
Idaho,GPE,17184
Indiana,GPE,17184
Iowa,GPE,17184
Kansas,GPE,17184
Kentucky,GPE,17184
Louisiana,GPE,17184
Maine,GPE,17184
Maryland,GPE,17184
Massachusetts,GPE,17184
Michigan,GPE,17184
Minnesota,GPE,17184
Mississippi,GPE,17184
Missouri,GPE,17184
Montana,GPE,17184
Nebraska,GPE,17184
Nevada,GPE,17184
New Hampshire,GPE,17184
New Jersey,GPE,17184
Ohio,GPE,17184
Oklahoma,GPE,17184
Oregon,GPE,17184
Pennsylvania,GPE,17184
Rhode Island,GPE,17184
Tennessee,GPE,17184
Texas,GPE,17184
Utah,GPE,17184
Vermont,GPE,17184
Virginia,GPE,17184
Washington,GPE,17184
Washington,GPE,17184
D.C.,GPE,17184
Wisconsin,GPE,17184
Wyoming,GPE,17184
US,GPE,17184
Virgin Islands Armed Forces Americas Armed Forces Pacific Armed Forces Europe Northern Mariana,ORG,17184
Marshall Islands American Samoa Federated States,ORG,17184
Micronesia Guam,FAC,17184
Alberta,GPE,17184
Canada,GPE,17184
British Columbia,GPE,17184
Canada Manitoba,GPE,17184
Canada,GPE,17184
New Brunswick,GPE,17184
Canada Newfoundland,PERSON,17184
Canada,GPE,17184
Canada,GPE,17184
Canada Ontario,GPE,17184
Canada,GPE,17184
Edward Island,GPE,17184
Canada Quebec,GPE,17184
Canada,GPE,17184
Saskatchewan,GPE,17184
Canada Yukon Territory,ORG,17184
Canada,GPE,17184
Zip Code,PERSON,17184
