subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,22744
Washington D.C.,twinned administrative body,Maryland,22744
Alabama,shares border with,Washington D.C.,22744
Arizona,shares border with,Washington D.C.,22744
California,shares border with,Washington D.C.,22744
Illinois,shares border with,Washington D.C.,22744
Missouri,shares border with,Washington D.C.,22744
Nevada,shares border with,Washington D.C.,22744
New Jersey,shares border with,Washington D.C.,22744
New York,shares border with,Washington D.C.,22744
Alabama,shares border with,Washington D.C.,22744
Arizona,shares border with,Washington D.C.,22744
California,shares border with,Washington D.C.,22744
Illinois,shares border with,Washington D.C.,22744
Missouri,shares border with,Washington D.C.,22744
Nevada,shares border with,Washington D.C.,22744
New Jersey,shares border with,Washington D.C.,22744
New Mexico,shares border with,Washington D.C.,22744
