subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,5388
Washington D.C.,twinned administrative body,Maryland,5388
Alabama,shares border with,Washington D.C.,5388
Arizona,shares border with,Washington D.C.,5388
California,shares border with,Washington D.C.,5388
Illinois,shares border with,Washington D.C.,5388
Missouri,shares border with,Washington D.C.,5388
Nevada,shares border with,Washington D.C.,5388
New Jersey,shares border with,Washington D.C.,5388
New York,shares border with,Washington D.C.,5388
Alabama,shares border with,Washington D.C.,5388
Arizona,shares border with,Washington D.C.,5388
California,shares border with,Washington D.C.,5388
Illinois,shares border with,Washington D.C.,5388
Missouri,shares border with,Washington D.C.,5388
Nevada,shares border with,Washington D.C.,5388
New Jersey,shares border with,Washington D.C.,5388
New Mexico,shares border with,Washington D.C.,5388
