subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,20253
Washington D.C.,twinned administrative body,Maryland,20253
Alabama,shares border with,Washington D.C.,20253
Arizona,shares border with,Washington D.C.,20253
California,shares border with,Washington D.C.,20253
Illinois,shares border with,Washington D.C.,20253
Missouri,shares border with,Washington D.C.,20253
Nevada,shares border with,Washington D.C.,20253
New Jersey,shares border with,Washington D.C.,20253
New York,shares border with,Washington D.C.,20253
Alabama,shares border with,Washington D.C.,20253
Arizona,shares border with,Washington D.C.,20253
California,shares border with,Washington D.C.,20253
Illinois,shares border with,Washington D.C.,20253
Missouri,shares border with,Washington D.C.,20253
Nevada,shares border with,Washington D.C.,20253
New Jersey,shares border with,Washington D.C.,20253
New Mexico,shares border with,Washington D.C.,20253
