subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,20529
Washington D.C.,twinned administrative body,Maryland,20529
Alabama,shares border with,Washington D.C.,20529
Arizona,shares border with,Washington D.C.,20529
California,shares border with,Washington D.C.,20529
Illinois,shares border with,Washington D.C.,20529
Missouri,shares border with,Washington D.C.,20529
Nevada,shares border with,Washington D.C.,20529
New Jersey,shares border with,Washington D.C.,20529
New York,shares border with,Washington D.C.,20529
Alabama,shares border with,Washington D.C.,20529
Arizona,shares border with,Washington D.C.,20529
California,shares border with,Washington D.C.,20529
Illinois,shares border with,Washington D.C.,20529
Missouri,shares border with,Washington D.C.,20529
Nevada,shares border with,Washington D.C.,20529
New Jersey,shares border with,Washington D.C.,20529
New Mexico,shares border with,Washington D.C.,20529
