text,label,fe_id
Trevor Slot,PERSON,10672
41,DATE,10672
two,CARDINAL,10672
Kristopher Cheyne,PERSON,10672
36,DATE,10672
Derryl Lafave Jr.,PERSON,10672
32,DATE,10672
Wyoming,GPE,10672
"Thursday, Oct. 13, 2011",DATE,10672
Cheyne,PERSON,10672
Ravenna,PERSON,10672
• Wife of slain Walker,WORK_OF_ART,10672
• Father of one,WORK_OF_ART,10672
• Fatal,ORG,10672
two,CARDINAL,10672
September,DATE,10672
Trevor,PERSON,10672
5:54 p.m.,TIME,10672
Tuesday,DATE,10672
Trevor Slot,PERSON,10672
1:09 p.m.,TIME,10672
Monday,DATE,10672
County Sheriff,PERSON,10672
Dean Roesler,PERSON,10672
FBI,ORG,10672
two,CARDINAL,10672
Ravenna,PERSON,10672
last Thursday's,DATE,10672
12:30 p.m.,TIME,10672
Ravenna,PERSON,10672
Trevor Slot,PERSON,10672
10 a.m.,TIME,10672
Sunday,DATE,10672
Derryl LaFave Jr.'s,PERSON,10672
Trevor Slot,PERSON,10672
7:30 p.m.,TIME,10672
more than a hundred,CARDINAL,10672
Walker City Central Park,FAC,10672
Trevor Slot,PERSON,10672
3:36 p.m. Visitation,TIME,10672
Trevor Slot,PERSON,10672
8,CARDINAL,10672
Stop Sticks,PERSON,10672
Trevor Slot,PERSON,10672
Stop Sticks,PERSON,10672
I-96,PRODUCT,10672
two,CARDINAL,10672
7 a.m.,TIME,10672
Saturday,DATE,10672
Kristopher Cheyne,PERSON,10672
Derryl LaFave Jr.,PERSON,10672
8:31 p.m.,TIME,10672
Kim Slot,PERSON,10672
Friday,DATE,10672
two,CARDINAL,10672
6:04 p.m.,TIME,10672
Trevor Slot,PERSON,10672
1:35 p.m.,TIME,10672
Robbery,PERSON,10672
Derryl Lafave Jr.,PERSON,10672
the last decade,DATE,10672
2009,DATE,10672
12:30 p.m.,TIME,10672
Wyoming,GPE,10672
Kristopher Cheyne,PERSON,10672
36,DATE,10672
Derryl Lafave Jr.,PERSON,10672
32,DATE,10672
11:54 a.m.,TIME,10672
Vigil,PERSON,10672
Trevor Slot,PERSON,10672
this weekend,DATE,10672
Saturday,DATE,10672
night,TIME,10672
Walker,GPE,10672
10:39 a.m.,TIME,10672
ChoiceOne Bank,ORG,10672
Ravenna,PERSON,10672
day,DATE,10672
10:30 a.m.,TIME,10672
Trevor Slot,PERSON,10672
Nathan Gillette,PERSON,10672
two,CARDINAL,10672
Slot,ORG,10672
8:30 a.m.,TIME,10672
West Michigan,GPE,10672
this year,DATE,10672
FBI,ORG,10672
7 a.m.,TIME,10672
Trevor,PERSON,10672
two,CARDINAL,10672
6:01 a.m.,TIME,10672
Counseling,PERSON,10672
today,DATE,10672
Northview,GPE,10672
Trevor Slot's,PERSON,10672
an emotional day,DATE,10672
6 a.m.,TIME,10672
two,CARDINAL,10672
September,DATE,10672
12:55 a.m.,TIME,10672
"Friday, Oct. 14",DATE,10672
Wyoming,GPE,10672
Thursday,DATE,10672
8:09 p.m.,TIME,10672
Trevor Slot,PERSON,10672
11th,ORDINAL,10672
Silent Night Memorial Service,ORG,10672
Slot,PERSON,10672
the past 12 months,DATE,10672
6:13 p.m.,TIME,10672
I-96,PRODUCT,10672
around 6:45 p.m.,TIME,10672
5:13 p.m.,TIME,10672
Ravenna,PERSON,10672
5:08 p.m.,TIME,10672
Trevor Slot,PERSON,10672
House,ORG,10672
today,DATE,10672
Lisa Posthumus Lyons,PERSON,10672
5:05 p.m.,TIME,10672
Ravenna,PERSON,10672
4:56 p.m.,TIME,10672
2300,CARDINAL,10672
29th Street,FAC,10672
Byron Center Avenue,FAC,10672
Ravenna,PERSON,10672
4:55 p.m.,TIME,10672
Ravenna,PERSON,10672
4:45 p.m.,TIME,10672
Life Ambulance,ORG,10672
I-96,PRODUCT,10672
8th Avenue,FAC,10672
4:44 p.m.,TIME,10672
ChoiceOne Bank,ORG,10672
Jim Bosserd,PERSON,10672
Ravenna,PERSON,10672
Friday,DATE,10672
Thursday,DATE,10672
4:18 p.m.,TIME,10672
Fallen Walker,PERSON,10672
Trevor Slot,PERSON,10672
3:35 p.m.,TIME,10672
Trevor Slot,PERSON,10672
Lowell,GPE,10672
Walker force,ORG,10672
3:31 p.m.,TIME,10672
Ravenna,PERSON,10672
3:15 p.m.,TIME,10672
Grand Rapids,GPE,10672
Trevor Slot,PERSON,10672
Slot,PERSON,10672
two,CARDINAL,10672
Northeast Grand Rapids,LOC,10672
3:12 p.m.,TIME,10672
Trevor Slot,PERSON,10672
3,CARDINAL,10672
p.m. Bank,ORG,10672
Coopersville,ORG,10672
2:55 p.m.,TIME,10672
today,DATE,10672
Ravenna,PERSON,10672
2004,DATE,10672
2:50 p.m.,TIME,10672
Michael Wawee,PERSON,10672
2:45 p.m.,TIME,10672
9-year,DATE,10672
Trevor Slot,PERSON,10672
2:25 p.m.,TIME,10672
Crossroads Middle School,ORG,10672
today,DATE,10672
the Northview Public Schools,ORG,10672
Trevor Slot,PERSON,10672
2:20 p.m.,TIME,10672
Muskegon,PERSON,10672
Tony Tague,PERSON,10672
2:08 p.m.,TIME,10672
State,ORG,10672
I-96,PRODUCT,10672
1:37 p.m.,TIME,10672
Westbound I-96,PERSON,10672
two,CARDINAL,10672
1:03 p.m.,TIME,10672
Trevor Slot,PERSON,10672
12:50 p.m.,TIME,10672
AAA Lawn Care,ORG,10672
I-96,PRODUCT,10672
12:32 p.m.,TIME,10672
Northview Superintendent,PERSON,10672
Mike Paskewicz,PERSON,10672
Trevor Slot,PERSON,10672
12:29 p.m.,TIME,10672
Dozens,CARDINAL,10672
12:13 p.m.,TIME,10672
110,CARDINAL,10672
120 mph,QUANTITY,10672
8th Avenue,FAC,10672
I-96,PRODUCT,10672
Ottawa,GPE,10672
Kent County,GPE,10672
12:09 p.m.,TIME,10672
I-96,PRODUCT,10672
11:56 a.m.,TIME,10672
Resident,PERSON,10672
Ravenna,PERSON,10672
11:51 a.m.,TIME,10672
Walker,PERSON,10672
two,CARDINAL,10672
11:18 a.m.,TIME,10672
11:10 a.m.,TIME,10672
Chase,PERSON,10672
I-96,PRODUCT,10672
11:04 a.m.,TIME,10672
ChoiceOne Bank,ORG,10672
Ravenna,PERSON,10672
