subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,20699
Washington D.C.,twinned administrative body,Maryland,20699
Alabama,shares border with,Washington D.C.,20699
Arizona,shares border with,Washington D.C.,20699
California,shares border with,Washington D.C.,20699
Illinois,shares border with,Washington D.C.,20699
Missouri,shares border with,Washington D.C.,20699
Nevada,shares border with,Washington D.C.,20699
New Jersey,shares border with,Washington D.C.,20699
New York,shares border with,Washington D.C.,20699
Alabama,shares border with,Washington D.C.,20699
Arizona,shares border with,Washington D.C.,20699
California,shares border with,Washington D.C.,20699
Illinois,shares border with,Washington D.C.,20699
Missouri,shares border with,Washington D.C.,20699
Nevada,shares border with,Washington D.C.,20699
New Jersey,shares border with,Washington D.C.,20699
New Mexico,shares border with,Washington D.C.,20699
