text,label,fe_id
JEFFERSON CITY,GPE,30377
Mo.,GPE,30377
KMIZ,ORG,30377
Moberly,GPE,30377
Jefferson City,GPE,30377
Capital Mall,FAC,30377
The Missouri State Highway Patrol,ORG,30377
Clay Willingham,PERSON,30377
32,DATE,30377
Jefferson City,GPE,30377
Willingham,ORG,30377
verbal commands instructing,ORG,30377
Willingham,GPE,30377
The Missouri State Highway Patrol's,ORG,30377
about 2 p.m.,TIME,30377
Truman Boulevard,FAC,30377
Jefferson City Police Department,ORG,30377
David Williams,PERSON,30377
Jefferson City,GPE,30377
second,ORDINAL,30377
Mid-Missouri,GPE,30377
as many weeks,DATE,30377
Columbia,ORG,30377
James Sears III,PERSON,30377
May 26,DATE,30377
Sears,ORG,30377
second,ORDINAL,30377
Jefferson City,GPE,30377
2021,DATE,30377
Jan. 3,DATE,30377
Wildwood Crossing,PERSON,30377
Walgreen,PERSON,30377
West Truman,GPE,30377
One,CARDINAL,30377
ABC 17 News,ORG,30377
4,CARDINAL,30377
