subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,28575
Washington D.C.,twinned administrative body,Maryland,28575
Alabama,shares border with,Washington D.C.,28575
Arizona,shares border with,Washington D.C.,28575
California,shares border with,Washington D.C.,28575
Illinois,shares border with,Washington D.C.,28575
Missouri,shares border with,Washington D.C.,28575
Nevada,shares border with,Washington D.C.,28575
New Jersey,shares border with,Washington D.C.,28575
New York,shares border with,Washington D.C.,28575
Alabama,shares border with,Washington D.C.,28575
Arizona,shares border with,Washington D.C.,28575
California,shares border with,Washington D.C.,28575
Illinois,shares border with,Washington D.C.,28575
Missouri,shares border with,Washington D.C.,28575
Nevada,shares border with,Washington D.C.,28575
New Jersey,shares border with,Washington D.C.,28575
New Mexico,shares border with,Washington D.C.,28575
