subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,23198
Washington D.C.,twinned administrative body,Maryland,23198
Alabama,shares border with,Washington D.C.,23198
Arizona,shares border with,Washington D.C.,23198
California,shares border with,Washington D.C.,23198
Illinois,shares border with,Washington D.C.,23198
Missouri,shares border with,Washington D.C.,23198
Nevada,shares border with,Washington D.C.,23198
New Jersey,shares border with,Washington D.C.,23198
New York,shares border with,Washington D.C.,23198
Alabama,shares border with,Washington D.C.,23198
Arizona,shares border with,Washington D.C.,23198
California,shares border with,Washington D.C.,23198
Illinois,shares border with,Washington D.C.,23198
Missouri,shares border with,Washington D.C.,23198
Nevada,shares border with,Washington D.C.,23198
New Jersey,shares border with,Washington D.C.,23198
New Mexico,shares border with,Washington D.C.,23198
