subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,6940
Washington D.C.,twinned administrative body,Maryland,6940
Alabama,shares border with,Washington D.C.,6940
Arizona,shares border with,Washington D.C.,6940
California,shares border with,Washington D.C.,6940
Illinois,shares border with,Washington D.C.,6940
Missouri,shares border with,Washington D.C.,6940
Nevada,shares border with,Washington D.C.,6940
New Jersey,shares border with,Washington D.C.,6940
New York,shares border with,Washington D.C.,6940
Alabama,shares border with,Washington D.C.,6940
Arizona,shares border with,Washington D.C.,6940
California,shares border with,Washington D.C.,6940
Illinois,shares border with,Washington D.C.,6940
Missouri,shares border with,Washington D.C.,6940
Nevada,shares border with,Washington D.C.,6940
New Jersey,shares border with,Washington D.C.,6940
New Mexico,shares border with,Washington D.C.,6940
