subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,14833
Washington D.C.,twinned administrative body,Maryland,14833
Alabama,shares border with,Washington D.C.,14833
Arizona,shares border with,Washington D.C.,14833
California,shares border with,Washington D.C.,14833
Illinois,shares border with,Washington D.C.,14833
Missouri,shares border with,Washington D.C.,14833
Nevada,shares border with,Washington D.C.,14833
New Jersey,shares border with,Washington D.C.,14833
New York,shares border with,Washington D.C.,14833
Alabama,shares border with,Washington D.C.,14833
Arizona,shares border with,Washington D.C.,14833
California,shares border with,Washington D.C.,14833
Illinois,shares border with,Washington D.C.,14833
Missouri,shares border with,Washington D.C.,14833
Nevada,shares border with,Washington D.C.,14833
New Jersey,shares border with,Washington D.C.,14833
New Mexico,shares border with,Washington D.C.,14833
