subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,24130
Washington D.C.,twinned administrative body,Maryland,24130
Alabama,shares border with,Washington D.C.,24130
Arizona,shares border with,Washington D.C.,24130
California,shares border with,Washington D.C.,24130
Illinois,shares border with,Washington D.C.,24130
Missouri,shares border with,Washington D.C.,24130
Nevada,shares border with,Washington D.C.,24130
New Jersey,shares border with,Washington D.C.,24130
New York,shares border with,Washington D.C.,24130
Alabama,shares border with,Washington D.C.,24130
Arizona,shares border with,Washington D.C.,24130
California,shares border with,Washington D.C.,24130
Illinois,shares border with,Washington D.C.,24130
Missouri,shares border with,Washington D.C.,24130
Nevada,shares border with,Washington D.C.,24130
New Jersey,shares border with,Washington D.C.,24130
New Mexico,shares border with,Washington D.C.,24130
