text,label,fe_id
the South Side,LOC,3597
early Sunday,DATE,3597
Cook County,GPE,3597
19-year-old,DATE,3597
8200,CARDINAL,3597
South Ellis Avenue,LOC,3597
Jacque A. Jenkins,PERSON,3597
39,DATE,3597
Crystal Benford,ORG,3597
36,DATE,3597
about 3:21 a.m.,TIME,3597
JoAnn Taylor,PERSON,3597
Teleza,ORG,3597
Advocate Christ Medical Center,ORG,3597
Oak Lawn,GPE,3597
Teleza,ORG,3597
the University of Illinois,ORG,3597
Urbana-Champaign,ORG,3597
Troy Harper,PERSON,3597
Jenkins,PERSON,3597
Benford,GPE,3597
Jenkins,PERSON,3597
Teleza Benford,PERSON,3597
Jenkins,PERSON,3597
Teleza Benford,PERSON,3597
911,CARDINAL,3597
Benford,PERSON,3597
one,CARDINAL,3597
Teleza,ORG,3597
Jenkins,PERSON,3597
Sunday,DATE,3597
Benford,PERSON,3597
Cook County,GPE,3597
Jenkins,PERSON,3597
Benford,PERSON,3597
14-year-old,DATE,3597
Late Sunday morning,TIME,3597
Jenkins,PERSON,3597
Alice,PERSON,3597
9500,CARDINAL,3597
South Princeton Avenue,GPE,3597
39 years,DATE,3597
Rena May Williams,PERSON,3597
Alice Jenkins,PERSON,3597
less than a year,DATE,3597
second,ORDINAL,3597
three,CARDINAL,3597
June,DATE,3597
Joe Young,PERSON,3597
52,DATE,3597
Oak Park,GPE,3597
Benford,GPE,3597
Benford,PERSON,3597
the Museum of Science and Industry,ORG,3597
Lisa Miner,PERSON,3597
Jenkins,PERSON,3597
Penny Mateck,PERSON,3597
"Feb. 14, 1995",DATE,3597
Leroy Jackson,PERSON,3597
Gary,GPE,3597
Ind.,GPE,3597
