subject,predicate,object,fe_id
Empire State Building,located in the administrative territorial entity,Manhattan,11743
Bellevue Hospital Center,located in the administrative territorial entity,Manhattan,11743
Weill Cornell Medical Center,located in the administrative territorial entity,Manhattan,11743
Empire State Building,located in the administrative territorial entity,Manhattan,11743
Bellevue Hospital Center,located in the administrative territorial entity,Manhattan,11743
Fifth Avenue,located in the administrative territorial entity,Manhattan,11743
Fifth Avenue,located in the administrative territorial entity,New York City,11743
Empire State Building,located in the administrative territorial entity,Manhattan,11743
Empire State Building,located in the administrative territorial entity,New York City,11743
Bellevue Hospital Center,located in the administrative territorial entity,Manhattan,11743
Bellevue Hospital Center,located in the administrative territorial entity,New York City,11743
Weill Cornell Medical Center,located in the administrative territorial entity,Manhattan,11743
Weill Cornell Medical Center,located in the administrative territorial entity,New York City,11743
